,x,lp,Nr,Ulica,Obiekt,NrZabytków,Dlugosc,Szerokosc,,,
,1,"Grodzisko/ 3 MAJA, Dąbrowskiego",14,"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzydło Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia",474,,,,, 
,369,BATALIONÓW CHŁOPSKICH ,42/44,dom,,,,,,
,370,BATALIONÓW CHŁOPSKICH ,42/44,dom,,,,,,
,371,BATALIONÓW CHŁOPSKICH ,42/44,dom,,,,,,
,372,BATALIONÓW CHŁOPSKICH ,42/44,dom,,,,,,
,373,BATALIONÓW CHŁOPSKICH ,43,dom,,,,,,
,374,BATALIONÓW CHŁOPSKICH ,43,dom,,,,,,
,375,BATALIONÓW CHŁOPSKICH ,43,dom,,,,,,
,376,BATALIONÓW CHŁOPSKICH ,46/48,dom,,,,,,
,377,BATALIONÓW CHŁOPSKICH ,46/48,dom,,,,,,
,378,BATALIONÓW CHŁOPSKICH ,46/48,dom,,,,,,
,379,BATALIONÓW CHŁOPSKICH ,50/52,dom,,,,,,
,380,BATALIONÓW CHŁOPSKICH ,50/52,dom,,,,,,
,381,BATOREGO Stefana,2,willa,,,,,,
,382,BATOREGO Stefana,4,willa,,,,,,
,383,BATOREGO Stefana,5,willa,,,,,,
,384,BATOREGO Stefana,7/7 A,willa,,,,,,
,385,BATOREGO Stefana,8,willa,,,,,,
,386,BATOREGO Stefana,9,willa,,,,,,
,387,BATOREGO Stefana,10,willa,,,,,,
,388,BATOREGO Stefana,11,willa,,,,,,
,389,BATOREGO Stefana,13,willa,,,,,,
,390,BATOREGO Stefana,14 ,willa,,,,,,
,391,BATOREGO Stefana,14 A B,willa,,,,,,
,392,BATOREGO Stefana,15,"willa, konsulat",,,,,,
,393,BATOREGO Stefana,16,willa z ogrodzeniem i działką,1742,,,,,
,394,BATOREGO Stefana,17,willa,,,,,,
,395,BATOREGO Stefana,18,willa,,,,,,
,396,BATOREGO Stefana,19,willa,,,,,,
,397,BATOREGO Stefana,20,willa,,,,,,
,398,BATOREGO Stefana,21,dom,,,,,,
,399,BATOREGO Stefana,26,d. sierociniec z działka i starodrzewem,1759,,,,,
,400,BATOREGO Stefana,29,willa,,,,,,
,401,BATOREGO Stefana,30,willa,,,,,,
,402,BATOREGO Stefana,40,willa,,,,,,
,403,BATOREGO Stefana,41,willa,,,,,,
,404,BATOREGO Stefana,43,willa,,,,,,
,405,BATOREGO Stefana,44/46/48,zespół domów ,,,,,,
,406,BATOREGO Stefana,45/47/49,zespół domów ,,,,,,
,407,BAŻYŃSKIEGO Jana,1/3,dom,,,,,,
,408,BEDNARSKA,02,dom,,,,,,
,409,BEETHOVENA Ludwika,2/2A,dom,,,,,,
,410,BEETHOVENA Ludwika,4,dom/ usł.medyczne,,,,,,
,411,BEETHOVENA Ludwika,6/6A,dom,,,,,,
,412,BEETHOVENA Ludwika,45/47,dom,,,,,,
,413,BEETHOVENA Ludwika,50/52,dom,,,,,,
,414,BEETHOVENA Ludwika,57/59,dom,,,,,,
,415,BEETHOVENA Ludwika,70/72,dom,,,,,,
,416,BEETHOVENA Ludwika,94/96,dom,,,,,,
,417,BEMA gen. Józefa,7/8,dom,,,,,,
,418,BEMA gen. Józefa,9/10,dom,,,,,,
,419,BEMA gen. Józefa,11/12,dom,,,,,,
,420,BEMA gen. Józefa,13/14,dom,,,,,,
,421,BEMA gen. Józefa,15,dom,,,,,,
,422,BEMA gen. Józefa,16/17,dom ,,,,,,
,423,BENZYNOWA,2,dom,,,,,,
,424,BENZYNOWA,12,dom,,,,,,
,425,BENZYNOWA,13,dom,,,,,,
,426,BENZYNOWA,14,dom,,,,,,
,427,BIAŁA,4,kamienica,,,,,,
,428,BIAŁA,5,kamienica,,,,,,
,429,BIAŁA,9,kamienica,,,,,,
,430,BIAŁA,11,budynek ,,,,,,
,431,BIAŁA,11,ogrodzenie,,,,,,
,432,BIAŁA,12,budynek ,,,,,,
,433,BIAŁA,12,ogrodzenie,,,,,,
,434,BIAŁA,13,budynek ,,,,,,
,435,BIAŁA,13,ogrodzenie,,,,,,
,436,BIAŁA,14,budynek ,,,,,,
,437,BIAŁA,14,ogrodzenie,,,,,,
,438,BIAŁOSTOCKA,40,dom,,,,,,
,439,BIAŁOSTOCKA,40,drugi budynek,,,,,,
,440,BIELAŃSKA,1,"budynek d. Miastoprojektu, ob. UG",,,,,,
,441,BIOLOGICZNA,01,dom,,,,,,
,442,BISKUPIA,4,kamienica,,,,,,
,443,BISKUPIA,6,kamienica,,,,,,
,444,BISKUPIA,8,kamienica,,,,,,
,445,BISKUPIA,11,kamienica,,,,,,
,446,BISKUPIA,12,kamienica,,,,,,
,447,BISKUPIA,13,kamienica,,,,,,
,448,BISKUPIA,15,kamienica,,,,,,
,449,BISKUPIA,17,kamienica,,,,,,
,450,BISKUPIA,18,kamienica,,,,,,
,451,BISKUPIA,19,kamienica,,,,,,
,452,BISKUPIA,20,kamienica,,,,,,
,453,BISKUPIA,23,"Laboratorium Kryminalistyczne Komendy Wojewódzkiej Policji w Gdańsku, d. schronisko młodzieżowe im. Paula Beneke",,,,,,
,454,BISKUPIA,24 A i B,"Zespół Reduty Biskupiej Górki (koszary, budynek oficerski, wartownie wsch. i zach., mur z 3 bramami, korytarz podziemny z wylotem)",476,,,,,
,455,BISKUPIA GÓRKA,475,Reduta Biskupiej Gorki,472,54.3445708,18.63948,,,
,456,BISKUPIA,24 C,kamienica,,,,,,
,457,BISKUPIA,25,kamienica,,,,,,
,458,BISKUPIA,26,kamienica,,,,,,
,459,BISKUPIA,27,kamienica,,,,,,
,460,BISKUPIA,28,kamienica,,,,,,
,461,BISKUPIA,29,kamienica,,,,,,
,462,BISKUPIA,30,kamienica,,,,,,
,463,BISKUPIA,31,kamienica,,,,,,
,464,BISKUPIA,33,kamienica,,,,,,
,465,BISKUPIA,34,kamienica,,,,,,
,466,BITWY OLIWSKIEJ,4,dom,,,,,,
,467,BITWY OLIWSKIEJ,5,dom,,,,,,
,468,BITWY OLIWSKIEJ,6,dom,,,,,,
,469,BITWY OLIWSKIEJ,7,dom,,,,,,
,470,BITWY OLIWSKIEJ,8,dom,,,,,,
,471,BITWY OLIWSKIEJ,9,dom,,,,,,
,472,BITWY OLIWSKIEJ,10,dom,,,,,,
,473,BITWY OLIWSKIEJ,11,dom,,,,,,
,474,BITWY OLIWSKIEJ,12,dom,,,,,,
,475,BITWY OLIWSKIEJ,13,dom,,,,,,
,476,BITWY OLIWSKIEJ,18,dom,,,,,,
,477,BITWY OLIWSKIEJ,19,dom,,,,,,
,478,BITWY OLIWSKIEJ,20,dom,,,,,,
,479,BITWY OLIWSKIEJ,20 A,dom,,,,,,
,480,BITWY OLIWSKIEJ,20 B,dom,,,,,,
,481,BITWY OLIWSKIEJ,20 C,dom,,,,,,
,482,BITWY OLIWSKIEJ,20 D,dom,,,,,,
,483,BITWY POD LENINO,1/3/5,dom,,,,,,
,484,BITWY POD LENINO,2/4/6/8/10/12,dom,,,,,,
,485,BLISKA,3,kamienica,,,,,,
,486,BLISKA,3 A,kamienica,,,,,,
,487,BLISKA,4,kamienica,,,,,,
,488,BLISKA,5,kamienica,,,,,,
,489,BLISKA,6,kamienica,,,,,,
,490,BLISKA,7,kamienica,,,,,,
,491,BLISKA,8,kamienica,,,,,,
,492,BLISKA,9,kamienica,,,,,,
,493,BLISKA,9 A,kamienica,,,,,,
,494,BLISKA,11,kamienica,,,,,,
,495,BLISKA,11 A,kamienica,,,,,,
,496,BŁOŃSKA,2,dom,,,,,,
,497,BŁOŃSKA,4,dom,,,,,,
,498,BŁOŃSKA,6,dom,,,,,,
,499,BŁOŃSKA,8,dom,,,,,,
,500,BŁOŃSKA,10,dom,,,,,,
,501,BŁOŃSKA,11,dom,,,,,,
,502,BŁOŃSKA,13,dom,,,,,,
,503,BŁOŃSKA,14,dom,,,,,,
,504,BŁOŃSKA,16,dom,,,,,,
,505,BŁOŃSKA,23,dom,,,,,,
,506,BŁOŃSKA,24,dom,,,,,,
,507,BŁOŃSKA,26,dom,,,,,,
,508,BŁOŃSKA,30,dom,,,,,,
,509,BŁOŃSKA,32,dom,,,,,,
,510,BŁOŃSKA,35,dom,,,,,,
,511,BŁOŃSKA,37,dom,,,,,,
,512,BOBROWA,11,dom,,,,,,
,513,BOCZNA  ,03,dom,,,,,,
,514,BOCZNA  ,03,dom,,,,,,
,515,BOCZNA  ,06,dom,,,,,,
,516,BOCZNA  ,06,dom,,,,,,
,517,BOCZNA  ,06,dom,,,,,,
,518,BOCZNA  ,10,dom,,,,,,
,519,BOCZNA  ,10,dom,,,,,,
,520,BOCZNA  ,11,dom,,,,,,
,521,BOCZNA  ,11,dom,,,,,,
,522,BOGUCKIEGO Mieczysława,009,dom,,,,,,
,523,BOGUCKIEGO Mieczysława,016,dom,,,,,,
,524,BOGUCKIEGO Mieczysława,017,dom,,,,,,
,525,BOGUCKIEGO Mieczysława,017,dom,,,,,,
,526,BOGUCKIEGO Mieczysława,025,dom,,,,,,
,527,BOGUCKIEGO Mieczysława,027,dom,,,,,,
,528,BOGUCKIEGO Mieczysława,028 A,dom,,,,,,
,529,BOGUCKIEGO Mieczysława,062,dom,,,,,,
,530,BOGUCKIEGO Mieczysława,062,dom,,,,,,
,531,BOGUCKIEGO Mieczysława,062,dom,,,,,,
,532,BOGUCKIEGO Mieczysława,063,dom,,,,,,
,533,BOGUCKIEGO Mieczysława,069,dom,,,,,,
,534,BOGUCKIEGO Mieczysława,075,dom,,,,,,
,535,BOGUCKIEGO Mieczysława,079,dom,,,,,,
,536,BOGUCKIEGO Mieczysława,104,dom,,,,,,
,537,BOGUCKIEGO Mieczysława,123,dom,,,,,,
,538,BOGUCKIEGO Mieczysława,018,dom,,,,,,
,539,BOGUCKIEGO Mieczysława,022,dom,,,,,,
,540,BOGUCKIEGO Mieczysława,024,dom,,,,,,
,541,BOGUCKIEGO Mieczysława,025,dom,,,,,,
,542,BOGUCKIEGO Mieczysława,026,dom,,,,,,
,543,BOGUCKIEGO Mieczysława,027,dom,,,,,,
,544,BOGUCKIEGO Mieczysława,028 ,dom,,,,,,
,545,BOGUCKIEGO Mieczysława,028 A,dom,,,,,,
,546,BOGUCKIEGO Mieczysława,031,dom,,,,,,
,547,BOGUCKIEGO Mieczysława,039,dom,,,,,,
,548,BOGUCKIEGO Mieczysława,041,dom,,,,,,
,549,BOGUCKIEGO Mieczysława,044,dom,,,,,,
,550,BOGUCKIEGO Mieczysława,045,dom,,,,,,
,551,BOGUCKIEGO Mieczysława,045,bud. gospodarczy,,,,,,
,552,BOGUCKIEGO Mieczysława,051,dom,,,,,,
,553,BOGUCKIEGO Mieczysława,062,dom,,,,,,
,554,BOGUCKIEGO Mieczysława,062 k.,bud. gospodarczy,,,,,,
,555,BOGUCKIEGO Mieczysława,065,dom ,,,,,,
,556,BOGUCKIEGO Mieczysława,067,dom i bud. gospodarczy,,,,,,
,557,BOGUCKIEGO Mieczysława,081,dom i bud. gospodarczy,,,,,,
,558,BOGUCKIEGO Mieczysława,085,dom,,,,,,
,559,BOGUCKIEGO Mieczysława,085,bud. gospodarczy,,,,,,
,560,BOGUCKIEGO Mieczysława,097,dom,,,,,,
,561,BOGUCKIEGO Mieczysława,103,dom,,,,,,
,562,BOGUCKIEGO Mieczysława,117,dom,,,,,,
,563,BOGUCKIEGO Mieczysława,121,budynek w głebi,,,,,,
,564,BOGUCKIEGO Mieczysława,133,dom,,,,,,
,565,BOGUCKIEGO Mieczysława,133,bud. gospodarczy 1,,,,,,
,566,BOGUCKIEGO Mieczysława,133,bud. gospodarczy 2,,,,,,
,567,BOGUSŁAWSKIEGO Wojciecha,2, Bank Ziemski Prowincji Prus Zachodnich,1253,,,,,
,568,BOGUSŁAWSKIEGO Wojciecha,4 A,dom,,,,,,
,569,BOHATERÓW GETTA WARSZAWSKIEGO,4,dom,,,,,,
,570,BOHATERÓW GETTA WARSZAWSKIEGO,8,dom,,,,,,
,571,BOHATERÓW GETTA WARSZAWSKIEGO,9,dom,,,,,,
,572,BOHATERÓW GETTA WARSZAWSKIEGO,11,dom,,,,,,
,573,BOHATERÓW GETTA WARSZAWSKIEGO,12,"dom, usługi: sklep",,,,,,
,574,BOHATERÓW GETTA WARSZAWSKIEGO,13,dom,,,,,,
,575,BOHATERÓW GETTA WARSZAWSKIEGO,14,"dom, usługi",,,,,,
,576,BOHATERÓW GETTA WARSZAWSKIEGO,15,dom,,,,,,
,577,BOHATERÓW GETTA WARSZAWSKIEGO,16,"dom, ogrodzenie",,,,,,
,578,BORA-KOMOROWSKIEGO TADEUSZA gen.,13,dom,,,,,,
,579,BORA-KOMOROWSKIEGO TADEUSZA gen.,3,dom,,,,,,
,580,BORA-KOMOROWSKIEGO TADEUSZA gen.,6,dom,,,,,,
,581,BORA-KOMOROWSKIEGO TADEUSZA gen.,11,dom,,,,,,
,582,BORA-KOMOROWSKIEGO TADEUSZA gen.,14,dom,,,,,,
,583,BORA-KOMOROWSKIEGO TADEUSZA gen.,18,dom,,,,,,
,584,BORA-KOMOROWSKIEGO TADEUSZA gen.,21,dom,,,,,,
,585,BORA-KOMOROWSKIEGO TADEUSZA gen.,87,dom,,,,,,
,586,BORA-KOMOROWSKIEGO TADEUSZA gen.,88,dom,,,,,,
,587,BORA-KOMOROWSKIEGO TADEUSZA gen.,91,dom,,,,,,
,588,BORA-KOMOROWSKIEGO TADEUSZA gen.,92,dom,,,,,,
,589,BORA-KOMOROWSKIEGO TADEUSZA gen.,93,dom,,,,,,
,590,BORA-KOMOROWSKIEGO TADEUSZA gen.,94,dom,,,,,,
,591,BORA-KOMOROWSKIEGO TADEUSZA gen.,95,dom,,,,,,
,592,BORA-KOMOROWSKIEGO TADEUSZA gen.,96,dom,,,,,,
,593,BORA-KOMOROWSKIEGO TADEUSZA gen.,97,dom,,,,,,
,594,BORA-KOMOROWSKIEGO TADEUSZA gen.,98,dom,,,,,,
,595,BOTANICZNA ,006,dom,,,,,,
,596,BOTANICZNA ,006,dom,,,,,,
,597,BRACKA,1,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,598,BRACKA,5/9,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,599,BRACKA,10/11,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,600,BRACKA,12/13,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,601,BRACKA,14/15,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,602,BRACKA,16/17,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,603,BRACKA,18,kolonia domów robotniczych Fundacji dr Abegga,961,,,,,
,604,BRATKI ,005,dom,,,,,,
,605,BRATKI ,005,dom,,,,,,
,606,BRUKOWA ,2/4,dom,,,,,,
,607,BRUKOWA ,9/11,dom,,,,,,
,608,BRUKOWA ,10/12,dom,,,,,,
,609,BRYGIDKI,,"zespół klasztoru Brygidek (kościół św. Brygidy, mur)",440,,,,,
,610,BRYGIDKI,14,kamienica,976,,,,,
,611,BRZECHWY Jana,2,kamienica,,,,,,
,612,BRZECHWY Jana,3,kamienica,,,,,,
,613,BRZECHWY Jana,4,kamienica,,,,,,
,614,BRZECHWY Jana,5,kamienica,,,,,,
,615,BRZECHWY Jana,6,kamienica,,,,,,
,616,BRZECHWY Jana,7,kamienica,,,,,,
,617,BRZECHWY Jana,8,kamienica,,,,,,
,618,BRZECHWY Jana,10,kamienica,,,,,,
,619,BRZEGI,,cmentarz,,,,,,
,620,BRZEGI,15,dom,,,,,,
,621,BRZEGI,15,dom,,,,,,
,622,BRZEGI,30,dom,,,,,,
,623,BRZEGI,35/36,dom,,,,,,
,624,BRZEGI,37/38,dom,,,,,,
,625,BRZEGI,39,dom,,,,,,
,626,BRZEGI,41,dom,,,,,,
,627,BRZEGI,42,dom,,,,,,
,628,BRZEGI,43,dom,,,,,,
,629,BRZEGI,47,dom,,,,,,
,630,BRZEGI,48,kosciół p.w. św. Ignacego,544,,,,,
,631,BRZEGI,48,drewniana dzwonnica,544,,,,,
,632,BRZEGI,49,plebania,544,,,,,
,633,BRZEGI,50 A/51,2 budynki szkolne wraz z sanitariatami,1689,,,,,
,634,BRZEGI,53,dom,,,,,,
,635,BRZEGI,55,dom,,,,,,
,636,BRZEGI,45,dom,,,,,,
,637,BRZEGI,49,dom,,,,,,
,638,BRZEŹNIEŃSKA,3,dom,,,,,,
,639,BRZEŹNIEŃSKA,5,dom,,,,,,
,640,BRZEŹNIEŃSKA,9,dom,,,,,,
,641,BRZEŹNIEŃSKA,9 C,dom,,,,,,
,642,BRZOZOWA,1,kamienica,,,,,,
,643,BRZOZOWA,2,kamienica,,,,,,
,644,BRZOZOWA,3 A,kamienica,,,,,,
,645,BRZOZOWA,3 B,kamienica,,,,,,
,646,BRZOZOWA,11,kamienica,,,,,,
,647,BRZOZOWA,12,kamienica,,,,,,
,648,BRZOZOWA,13,kamienica,,,,,,
,649,BRZOZOWA,13 A,kamienica,,,,,,
,650,BRZOZOWA,14,kamienica,,,,,,
,651,BRZOZOWA,14 A,kamienica,,,,,,
,652,BRZOZOWA,15,kamienica,,,,,,
,653,BUCZKA Mariana,1,dom,,,,,,
,654,BUCZKA Mariana,2,dom,,,,,,
,655,BUCZKA Mariana,3,dom,,,,,,
,656,BUCZKA Mariana,4,dom,,,,,,
,657,BUCZKA Mariana,5,dom,,,,,,
,658,BUCZKA Mariana,6,dom,,,,,,
,659,BUCZKA Mariana,7,dom,,,,,,
,660,BUCZKA Mariana,8,b. gospodarczy,,,,,,
,661,BUCZKA Mariana,9,dom,,,,,,
,662,BUCZKA Mariana,10,dom,,,,,,
,663,BUCZKA Mariana,10 A,dom,,,,,,
,664,BUCZKA Mariana,12,dom,,,,,,
,665,BUCZKA Mariana,14,kamienica,,,,,,
,666,BUCZKA Mariana,15,kamienica,,,,,,
,667,BUCZKA Mariana,16,kamienica,,,,,,
,668,BUDZYSZA Wosia,2,dom,,,,,,
,669,BUDZYSZA Wosia,4,dom,,,,,,
,670,BUDZYSZA Wosia,6,dom,,,,,,
,671,BUDZYSZA Wosia,15,dom,,,,,,
,672,BYTOWSKA,1 a, Kuźnia Oliwska muzeum - dawna kuźnia,61,,,,,
,673,BYTOWSKA,1, dwór,716,,,,,
,674,BYTOWSKA,1, oficyna ,,,,,,
,675,BYTOWSKA,1 A,dom ceglany kowala ,,,,,,
,676,BYTOWSKA,2,dom mieszkalny ,116,,,,,
,677,BYTOWSKA,2 k.,budynek gospodarczy,,,,,,
,678,BYTOWSKA,3,budynek mieszkalny,,,,,,
,679,BYTOWSKA,3 A,budynek mieszkalnyi,,,,,,
,680,BYTOWSKA,3 B,budynek mieszkalny,,,,,,
,681,BYTOWSKA,4," dwór, ob. restauracja ",78,,,,,
,682,BYTOWSKA,5,d. restauracja,,,,,,
,683,BYTOWSKA,6,leśniczówka,,,,,,
,684,BYTOWSKA,6,bud.gospodarczy,,,,,,
,685,CEGLANA,1,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,686,CEGLANA,2,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,687,CEGLANA,3,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,688,CEGLANA,4,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,689,CEGLANA,5,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,690,CEGLANA,6,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,691,CEGLANA,7,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,692,CEGLANA,8,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,693,CEGLANA,9,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,694,CEGLANA,10,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,695,CEGLANA,11,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,696,CEGLANA,12,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,697,CEGLANA,13,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,698,CEGLANA,14,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,699,CEGLANA,15,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,700,CEYNOWY Floriana,2,dom,,,,,,
,701,CEYNOWY Floriana,4,dom,,,,,,
,702,CEYNOWY Floriana,5,dom,,,,,,
,703,CEYNOWY Floriana,6,willa,1780,,,,,
,704,CHLEBNICKA,1,kamienica,758,,,,,
,705,CHLEBNICKA,2,Szkoła Mariacka,,,,,,
,706,CHLEBNICKA,3 (3/8),kamienica,,,,,,
,707,CHLEBNICKA,4 (3/8),kamienica,,,,,,
,708,CHLEBNICKA,5 (3/8),kamienica,,,,,,
,709,CHLEBNICKA,6 (3/8),kamienica,,,,,,
,710,CHLEBNICKA,7 (3/8),kamienica,,,,,,
,711,CHLEBNICKA,8 (3/8),kamienica,,,,,,
,712,CHLEBNICKA,9 (9/10),kamienica,,,,,,
,713,CHLEBNICKA,10 (9/10),kamienica,,,,,,
,714,CHLEBNICKA,11 (11/12),kamienica,759,,,,,
,715,CHLEBNICKA,12 (11/12),kamienica,,,,,,
,716,CHLEBNICKA,13 (13/16),kamienica,,,,,,
,717,CHLEBNICKA,14 (13/16),kamienica,,,,,,
,718,CHLEBNICKA,15 (13/16),kamienica,,,,,,
,719,CHLEBNICKA,16 (13/16),kamienica Dom Angielski,140,,,,,
,720,CHLEBNICKA,17 (17/18),kamienica,,,,,,
,721,CHLEBNICKA,18 (17/18),kamienica,,,,,,
,722,CHLEBNICKA,19 (19/20),kamienica,,,,,,
,723,CHLEBNICKA,20 (19/20),kamienica,,,,,,
,724,CHLEBNICKA,21,brama Chlebnicka,192,,,,,
,725,CHLEBNICKA,23,kamienica,,,,,,
,726,CHLEBNICKA,24 (24/25),kamienica,760,,,,,
,727,CHLEBNICKA,25 (24/25),kamienica,761,,,,,
,728,CHLEBNICKA,26,kamienica,,,,,,
,729,CHLEBNICKA,27 (27/28),kamienica,,,,,,
,730,CHLEBNICKA,28 (2728),kamienica,762,,,,,
,731,CHLEBNICKA,29,kamienica,763,,,,,
,732,CHLEBNICKA,30 (30/32),kamienica,,,,,,
,733,CHLEBNICKA,31 (30/32),kamienica,,,,,,
,734,CHLEBNICKA,32 (30/32),kamienica,,,,,,
,735,CHLEBNICKA,33 (33/35),kamienica,,,,,,
,736,CHLEBNICKA,34 (33/35),kamienica,,,,,,
,737,CHLEBNICKA,35 (33/35),kamienica,,,,,,
,738,CHLEBNICKA,36,kamienica,764,,,,,
,739,CHLEBNICKA,37 (37/38),kamienica,,,,,,
,740,CHLEBNICKA,38 (37/38),kamienica,,,,,,
,741,CHLEBNICKA,39 (39/40),kamienica,,,,,,
,742,CHLEBNICKA,40 (39/40),kamienica,,,,,,
,743,CHLEBNICKA,41 (41/42),kamienica,,,,,,
,744,CHLEBNICKA,42 (41/42),kamienica,,,,,,
,745,CHLEBNICKA,43 (43/44),kamienica,,,,,,
,746,CHLEBNICKA,44 (43/44),kamienica,,,,,,
,747,CHLEBNICKA,45 (45/46),kamienica,,,,,,
,748,CHLEBNICKA,46 (45/46),kamienica,,,,,,
,749,CHLEBNICKA,47,kamienica,,,,,,
,750,CHLEBNICKA,49 (48/51),kamienica,,,,,,
,751,CHLEBNICKA,50 (48/51),kamienica,,,,,,
,752,CHLEBNICKA,51 (48/51),kamienica,,,,,,
,753,CHLEBNICKA,,brama cmentarna Bazyliki Mariackiej,124,,,,,
,754,CHŁODNA,3,kamienica,,,,,,
,755,CHŁODNA,3 A,kamienica,,,,,,
,756,CHŁODNA,4,kamienica,,,,,,
,757,CHŁODNA,5,kamienica,,,,,,
,758,CHŁODNA,6,kamienica,,,,,,
,759,CHŁODNA,7 A,kamienica,,,,,,
,760,CHŁODNA,7 B,kamienica,,,,,,
,761,CHŁODNA,7 C,kamienica,,,,,,
,762,CHŁODNA,9,kamienica,,,,,,
,763,CHŁODNA,10,kamienica,,,,,,
,764,CHŁODNA,10,drugi budynek,,,,,,
,765,CHŁODNA,13,kamienica,,,,,,
,766,CHŁODNA,14,kamienica,,,,,,
,767,CHŁODNA,15,kamienica,,,,,,
,768,CHMIELNA,002,"pierwszy spichlerz ""Daleka Droga""  - fragmenty murów",136,,,,,
,769,CHMIELNA,003,"drugi spichlerz ""Daleka Droga"" - fragmenty murów",136,,,,,
,770,CHMIELNA,007,"spichlerz ""Woli łeb""",,,,,,
,771,CHMIELNA,009,"spichlerz ""Deo""",,,,,,
,772,CHMIELNA,037/38,"spichlerz „Mały Groddeck” (""Dębowy Rożek"") [nr 37]",579,,,,,
,773,CHMIELNA,037/38 ,"spichlerz ""Wielki Groddeck"" (""Śpiewak"") [nr 38]",579,,,,,
,774,CHMIELNA,053,"d. spichlerz ""Wisłoujście"" (""Błękitny Lew"")",425,,,,,
,775,CHMIELNA,056 (d.58),"d. spichlerz ""Trupia Czaszka""",539,,,,,
,776,CHMIELNA,059-62,"spichlerz ""Pod Koroną""",542,,,,,
,777,CHMIELNA,059-62,"spichlerz ""Elbląg""",542,,,,,
,778,CHMIELNA,059-62,"spichlerz ""Toruń""",542,,,,,
,779,CHMIELNA,059-62,"spichlerz ""Gdańsk""",542,,,,,
,780,CHMIELNA,067/68,"spichlerz ""Biały Koń""",580,,,,,
,781,CHMIELNA,067/68,"spichlerz ""Czerwony Lew""",580,,,,,
,782,CHMIELNA,111,"d. spichlerz ""Steffen"" (""Cieślarnia"")",578,,,,,
,783,CHMIELNA,114,"d. spichlerz: ""Węgier""",,,,,,
,784,CHMIELNA,116,"d. spichlerz: ""Książę""",,,,,,
,785,CHOCISZEWSKIEGO Józefa,2,dom; ,,,,,,
,786,CHOCISZEWSKIEGO Józefa,4,dom,,,,,,
,787,CHOCISZEWSKIEGO Józefa,10,dom,,,,,,
,788,CHOCISZEWSKIEGO Józefa,12,dom,,,,,,
,789,CHODACKIEGO Mariana,26,magazyn,,,,,,
,790,CHODOWIECKIEGO Daniela,01,dom,,,,,,
,791,CHODOWIECKIEGO Daniela,04,dom,,,,,,
,792,CHODOWIECKIEGO Daniela,06,dom,,,,,,
,793,CHODOWIECKIEGO Daniela,07,dom,,,,,,
,794,CHODOWIECKIEGO Daniela,08,dom,,,,,,
,795,CHODOWIECKIEGO Daniela,09,dom,,,,,,
,796,CHODOWIECKIEGO Daniela,10,dom,,,,,,
,797,CHODOWIECKIEGO Daniela,11,dom,,,,,,
,798,CHODOWIECKIEGO Daniela,12,dom,,,,,,
,799,CHODOWIECKIEGO Daniela,13,dom,,,,,,
,800,CHOPINA Fryderyka,1,dom,,,,,,
,801,CHOPINA Fryderyka,2,dom,,,,,,
,802,CHOPINA Fryderyka,3,dom,,,,,,
,803,CHOPINA Fryderyka,4,dom,,,,,,
,804,CHOPINA Fryderyka,5,dom,,,,,,
,805,CHOPINA Fryderyka,6,dom,,,,,,
,806,CHOPINA Fryderyka,7,dom,,,,,,
,807,CHOPINA Fryderyka,8,dom,,,,,,
,808,CHOPINA Fryderyka,9,dom,,,,,,
,809,CHOPINA Fryderyka,10,dom,,,,,,
,810,CHOPINA Fryderyka,11,dom,,,,,,
,811,CHOPINA Fryderyka,12,dom,,,,,,
,812,CHOPINA Fryderyka,13,dom,,,,,,
,813,CHOPINA Fryderyka,14,dom,,,,,,
,814,CHOPINA Fryderyka,15,dom,,,,,,
,815,CHOPINA Fryderyka,16,dom,,,,,,
,816,CHOPINA Fryderyka,17,dom,,,,,,
,817,CHOPINA Fryderyka,18,dom,,,,,,
,818,CHOPINA Fryderyka,19,dom,,,,,,
,819,CHOPINA Fryderyka,20,dom,,,,,,
